web-scraper-order,web-scraper-start-url,cat-1,cat-1-href,cat-2,cat-2-href,prod,prod-href,title,description,price,shipping-dest,shipping-method
"1685122719-58","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","支撑   货架","https://shop111028974.taobao.com/category-1432010794.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D6%A7%B3%C5+++%BB%F5%BC%DC#bd","","https://item.taobao.com/item.htm?id=597794285611","新品捷安特GIANT山地车支撑脚架自行车停车架ATX XTC骑行配件脚撑","","57.80-66.30","",""
"1685122740-59","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122740-60","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122740-61","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122740-62","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122740-63","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122740-64","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","把套  把带","https://shop111028974.taobao.com/category-1432010793.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B0%D1%CC%D7++%B0%D1%B4%F8#bd","","https://item.taobao.com/item.htm?id=570779192171","GIANT捷安特把带 EVA超薄绒面PU皮质死飞公路自行车把带 缠带装备","","42.50-108.80","上海 至 全国","快递 ¥35.00"
"1685122758-65","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","手机支架","https://shop111028974.taobao.com/category-1432010792.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CA%D6%BB%FA%D6%A7%BC%DC#bd","","https://item.taobao.com/item.htm?id=630718558110","Giant捷安特自行车手机架摩托车电动车外卖骑行固定导航支架","","57.80","上海 至 全国","快递 ¥35.00"
"1685122777-66","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","刹车块","https://shop111028974.taobao.com/category-1432010791.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%C9%B2%B3%B5%BF%E9#bd","","https://item.taobao.com/item.htm?id=569052457803","新品Giant捷安特刹车皮公路刹车块山地自行车刹车片无声单车装备","","","上海 至 全国","快递 ¥35.00"
"1685122777-67","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","刹车块","https://shop111028974.taobao.com/category-1432010791.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%C9%B2%B3%B5%BF%E9#bd","","https://item.taobao.com/item.htm?id=569052457803","新品Giant捷安特刹车皮公路刹车块山地自行车刹车片无声单车装备","","","上海 至 全国","快递 ¥35.00"
"1685122777-68","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","刹车块","https://shop111028974.taobao.com/category-1432010791.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%C9%B2%B3%B5%BF%E9#bd","","https://item.taobao.com/item.htm?id=569052457803","新品Giant捷安特刹车皮公路刹车块山地自行车刹车片无声单车装备","","","上海 至 全国","快递 ¥35.00"
"1685122777-69","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","刹车块","https://shop111028974.taobao.com/category-1432010791.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%C9%B2%B3%B5%BF%E9#bd","","https://item.taobao.com/item.htm?id=569052457803","新品Giant捷安特刹车皮公路刹车块山地自行车刹车片无声单车装备","","","上海 至 全国","快递 ¥35.00"
"1685122777-70","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","刹车块","https://shop111028974.taobao.com/category-1432010791.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%C9%B2%B3%B5%BF%E9#bd","","https://item.taobao.com/item.htm?id=569052457803","新品Giant捷安特刹车皮公路刹车块山地自行车刹车片无声单车装备","","","上海 至 全国","快递 ¥35.00"
"1685122810-71","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-72","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-73","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","此款水壶架不带螺丝我们会送螺丝的 原装螺丝是车架自带的","37.01-52.43","",""
"1685122810-74","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-75","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-76","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-77","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122810-78","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","水壶   水壶架","https://shop111028974.taobao.com/category-1432010788.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%CB%AE%BA%F8+++%CB%AE%BA%F8%BC%DC#bd","","https://item.taobao.com/item.htm?id=42044677807","包邮台湾产Giant捷安特塑料水壶架侧开正开左开右开LIV山地公路车","","37.01-52.43","",""
"1685122824-79","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","座垫 坐垫套","https://shop111028974.taobao.com/category-1432010787.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D7%F9%B5%E6+%D7%F8%B5%E6%CC%D7#bd","","https://item.taobao.com/item.htm?id=521023392078","新品包邮捷安特GIANT 山地公路自行车坐垫套 超舒适GEL硅胶座垫套","","52.00-60.00","上海 至 全国","快递 ¥35.00"
"1685122824-80","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","座垫 坐垫套","https://shop111028974.taobao.com/category-1432010787.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D7%F9%B5%E6+%D7%F8%B5%E6%CC%D7#bd","","https://item.taobao.com/item.htm?id=521023392078","新品包邮捷安特GIANT 山地公路自行车坐垫套 超舒适GEL硅胶座垫套","","52.00-60.00","上海 至 全国","快递 ¥35.00"
"1685122824-81","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","座垫 坐垫套","https://shop111028974.taobao.com/category-1432010787.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D7%F9%B5%E6+%D7%F8%B5%E6%CC%D7#bd","","https://item.taobao.com/item.htm?id=521023392078","新品包邮捷安特GIANT 山地公路自行车坐垫套 超舒适GEL硅胶座垫套","","52.00-60.00","上海 至 全国","快递 ¥35.00"
"1685122824-82","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","座垫 坐垫套","https://shop111028974.taobao.com/category-1432010787.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D7%F9%B5%E6+%D7%F8%B5%E6%CC%D7#bd","","https://item.taobao.com/item.htm?id=521023392078","新品包邮捷安特GIANT 山地公路自行车坐垫套 超舒适GEL硅胶座垫套","","52.00-60.00","上海 至 全国","快递 ¥35.00"
"1685122824-83","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","座垫 坐垫套","https://shop111028974.taobao.com/category-1432010787.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%D7%F9%B5%E6+%D7%F8%B5%E6%CC%D7#bd","","https://item.taobao.com/item.htm?id=521023392078","新品包邮捷安特GIANT 山地公路自行车坐垫套 超舒适GEL硅胶座垫套","","52.00-60.00","上海 至 全国","快递 ¥35.00"
"1685122842-84","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-85","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","GX-4EX-1锁","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-86","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","EX-1锁","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-87","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","带尾灯  安全闪光灯锁  夜间使用安全","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-88","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","钢缆尺寸 ；直径8MM   长度  150CM","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-89","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","主要材质  锁体外壳为ABS   锁体为锌合金 锁缆为铁 钢缆包覆","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-90","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-91","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-92","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-93","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","1200锁  现在钥匙都是黑色的  钥匙上面没有GIANT  LOGO  图片是以前拍的没有更换  。   现在钥匙统一黑色的   钥匙上也没有LOGO的","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-94","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","莫曼顿钢缆锁","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-95","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","直径10mm 长磁150cm 重量330g","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-96","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-97","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","EX-20锁 直径8mm  长度150cm","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-98","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-99","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","1180密码锁","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-100","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-101","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-102","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-103","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-104","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","可自行设定密码登山扣锁，轻便易于携带","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-105","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","重量仅68g 可固定座垫下","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-106","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-107","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
"1685122842-108","https://shop111028974.taobao.com/","其他类","https://shop111028974.taobao.com/category-923264092.htm?search=y&catName=%C6%E4%CB%FB%C0%E0#bd","车锁","https://shop111028974.taobao.com/category-1432010785.htm?search=y&parentCatId=1432010783&parentCatName=%B3%B5%C9%ED%D7%B0%B1%B8&catName=%B3%B5%CB%F8#bd","","https://item.taobao.com/item.htm?id=42514952290","GIANT捷安特自行车密码锁钢缆链条防盗锁U型锁骑行装备","","32.64-46.24","上海 至 全国","快递 ¥35.00"
