web-scraper-order,web-scraper-start-url,category-links,category-links-href,subcategory-links,subcategory-links-href,product-links,product-links-href,name,price,description
"1685079242-59","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Dell Latitude 52...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/584","Dell Latitude 5280","$1102.66","Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro"
"1685079245-60","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus ROG Strix G...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/583","Asus ROG Strix GL553VD-DM535T","$1101.83","Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS"
"1685079248-61","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","MSI GL72M 7RDX","https://www.webscraper.io/test-sites/e-commerce/allinone/product/582","MSI GL72M 7RDX","$1099.00","Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd"
"1685079251-62","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","MSI GL72M 7RDX","https://www.webscraper.io/test-sites/e-commerce/allinone/product/581","MSI GL72M 7RDX","$1099.00","MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home"
"1685079254-63","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Dell Inspiron 15...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/580","Dell Inspiron 15 (7567) Black","$1098.42","Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home"
"1685079257-64","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo ThinkPad...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/579","Lenovo ThinkPad L460","$1096.02","Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro"
"1685079260-65","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","ThinkPad Yoga","https://www.webscraper.io/test-sites/e-commerce/allinone/product/522","ThinkPad Yoga","$1033.99","12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,"
"1685079263-66","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo ThinkPad...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/539","Lenovo ThinkPad L570","$999.00","Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro"
"1685079266-67","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus ROG STRIX G...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/538","Asus ROG STRIX GL553VD-DM256","$899.00","Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home"
"1685079269-68","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Nitro 5 AN5...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/537","Acer Nitro 5 AN515-51","$809.00","Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home"
"1685079272-69","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus ROG STRIX G...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/536","Asus ROG STRIX GL553VD-DM256","$799.00","Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS"
"1685079275-70","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Inspiron 15","https://www.webscraper.io/test-sites/e-commerce/allinone/product/524","Inspiron 15","$745.99","Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,"
"1685079278-71","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","ProBook","https://www.webscraper.io/test-sites/e-commerce/allinone/product/519","ProBook","$739.99","14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit"
"1685079281-72","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook S1...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/535","Asus VivoBook S14","$729.00","Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd"
"1685079284-73","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Dell Inspiron 15","https://www.webscraper.io/test-sites/e-commerce/allinone/product/534","Dell Inspiron 15","$679.00","Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux"
"1685079287-74","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire A515...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/533","Acer Aspire A515-51-5654","$679.00","Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG"
"1685079290-75","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Pavilion","https://www.webscraper.io/test-sites/e-commerce/allinone/product/523","Pavilion","$609.99","15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1"
"1685079293-76","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Aspire E1-572G","https://www.webscraper.io/test-sites/e-commerce/allinone/product/521","Aspire E1-572G","$581.99","15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1"
"1685079296-77","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","HP 350 G1","https://www.webscraper.io/test-sites/e-commerce/allinone/product/529","HP 350 G1","$577.99","15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows"
"1685079299-78","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Spin 5","https://www.webscraper.io/test-sites/e-commerce/allinone/product/532","Acer Spin 5","$564.98","Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home"
"1685079302-79","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","HP 250 G3","https://www.webscraper.io/test-sites/e-commerce/allinone/product/527","HP 250 G3","$520.99","15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1"
"1685079305-80","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V510 Blac...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/578","Lenovo V510 Black","$498.23","Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro"
"1685079308-81","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Dell Vostro 15 (...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/577","Dell Vostro 15 (3568) Red","$497.17","Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux"
"1685079311-82","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/576","Acer Aspire 3 A315-51 Black","$494.71","Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home"
"1685079314-83","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Dell Vostro 15","https://www.webscraper.io/test-sites/e-commerce/allinone/product/531","Dell Vostro 15","$488.78","Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux"
"1685079317-84","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Swift 1 SF1...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/575","Acer Swift 1 SF113-31 Silver","$488.64","Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home"
"1685079320-85","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V510 Blac...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/574","Lenovo V510 Black","$487.80","Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
"1685079323-86","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/573","Acer Aspire ES1-572 Black","$485.90","Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux"
"1685079326-87","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V510 Blac...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/572","Lenovo V510 Black","$484.23","Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
"1685079329-88","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/571","Acer Aspire ES1-572 Black","$469.10","Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home"
"1685079332-89","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook 15...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/570","Asus VivoBook 15 X540UA-DM260 Chocolate Black","$468.56","Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd"
"1685079335-90","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V110-15IK...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/569","Lenovo V110-15IKB","$465.95","Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS"
"1685079338-91","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire A315...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/568","Acer Aspire A315-51-33TG","$457.38","Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG"
"1685079341-92","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V110-15IS...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/567","Lenovo V110-15ISK","$454.73","Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro"
"1685079344-93","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/566","Acer Aspire ES1-572 Black","$454.62","Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux"
"1685079347-94","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Extensa 15...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/565","Acer Extensa 15 (2540) Black","$439.73","Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux"
"1685079350-95","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/564","Acer Aspire ES1-572 Black","$436.29","Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home"
"1685079353-96","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/563","Acer Aspire 3 A315-51","$436.29","Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home"
"1685079356-97","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus EeeBook R41...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/562","Asus EeeBook R416NA-FA014T","$433.30","Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd"
"1685079359-98","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Packard 255 G2","https://www.webscraper.io/test-sites/e-commerce/allinone/product/516","Packard 255 G2","$416.99","15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1"
"1685079362-99","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook 15...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/561","Asus VivoBook 15 X540NA-GQ026T","$410.66","Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd"
"1685079365-100","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/560","Acer Aspire ES1-732 Black","$410.46","Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home"
"1685079368-101","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V110-15IS...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/559","Lenovo V110-15ISK","$409.63","Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home"
"1685079371-102","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/558","Acer Aspire 3 A315-31 Black","$408.98","Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
"1685079374-103","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo ThinkPad...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/557","Lenovo ThinkPad E31-80","$404.23","Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home"
"1685079377-104","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook E5...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/556","Asus VivoBook E502NA-GO022T Dark Blue","$399.99","Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd"
"1685079380-105","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook Ma...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/530","Asus VivoBook Max","$399.00","Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home"
"1685079383-106","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/555","Acer Aspire 3 A315-21","$393.88","Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux"
"1685079386-107","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/554","Acer Aspire 3 A315-31 Black","$391.48","Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
"1685079389-108","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire ES1-...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/553","Acer Aspire ES1-572 Black","$379.95","Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux"
"1685079392-109","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire A315...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/552","Acer Aspire A315-31-C33J","$379.94","Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG"
"1685079395-110","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Acer Aspire 3 A3...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/551","Acer Aspire 3 A315-31 Black","$372.70","Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
"1685079398-111","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Hewlett Packard...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/550","Hewlett Packard 250 G6 Dark Ash Silver","$364.46","Hewlett Packard 250 G6 Dark Ash Silver, 15.6"" HD, Celeron N3060 1.6GHz, 4GB, 128GB SSD, DOS"
"1685079401-112","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V110-15IA...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/549","Lenovo V110-15IAP","$356.49","Asus VivoBook 15 X540NA-GQ008T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 500GB, Windows 10 Home, En kbd"
"1685079404-113","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Lenovo V110-15IA...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/548","Lenovo V110-15IAP","$321.94","Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home"
"1685079407-114","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Aspire E1-510","https://www.webscraper.io/test-sites/e-commerce/allinone/product/517","Aspire E1-510","$306.99","15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux"
"1685079410-115","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Prestigio SmartB...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/547","Prestigio SmartBook 133S Gold","$299.00","Prestigio SmartBook 133S Gold, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam"
"1685079413-116","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Prestigio SmartB...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/546","Prestigio SmartBook 133S Dark Grey","$299.00","Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam"
"1685079416-117","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Laptops","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/laptops","Asus VivoBook X4...","https://www.webscraper.io/test-sites/e-commerce/allinone/product/545","Asus VivoBook X441NA-GA190","$295.99","Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd"
"1685079422-118","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Apple iPad Air","https://www.webscraper.io/test-sites/e-commerce/allinone/product/515","Apple iPad Air","$603.99","Wi-Fi, 64GB, Silver"
"1685079425-119","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Note 10.1","https://www.webscraper.io/test-sites/e-commerce/allinone/product/509","Galaxy Note 10.1","$587.99","10.1"", 32GB, Black"
"1685079428-120","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","iPad Mini Retina","https://www.webscraper.io/test-sites/e-commerce/allinone/product/499","iPad Mini Retina","$537.99","Wi-Fi + Cellular, 32GB, Silver"
